time,proto,sip,sport,dip,dport,from,to,subject
2017-11-03 04:00:00,smtp,10.1.4.17,49195,10.5.71.60,25,kaoqin@hightech.com,1149@hightech.com,³Ùµ½
2017-11-03 04:00:00,smtp,10.1.4.17,49191,10.5.71.60,25,kaoqin@hightech.com,1153@hightech.com,³Ùµ½
2017-11-03 04:00:00,smtp,10.1.4.17,49207,10.5.71.60,25,kaoqin@hightech.com,1417@hightech.com,³Ùµ½
2017-11-03 04:00:00,smtp,10.1.4.17,49184,10.5.71.60,25,kaoqin@hightech.com,1495@hightech.com,³Ùµ½
2017-11-03 04:00:00,smtp,10.1.4.17,49162,10.5.71.60,25,kaoqin@hightech.com,1270@hightech.com,³Ùµ½
2017-11-03 04:00:00,smtp,10.1.4.17,49233,10.5.71.60,25,kaoqin@hightech.com,1041@hightech.com,¿õ¹¤
2017-11-03 04:00:00,smtp,10.1.4.17,49204,10.5.71.60,25,kaoqin@hightech.com,1191@hightech.com,³Ùµ½
2017-11-03 04:00:00,smtp,10.1.4.17,49188,10.5.71.60,25,kaoqin@hightech.com,1068@hightech.com,¿õ¹¤
2017-11-03 09:20:38,smtp,10.116.216.71,1967,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:316]HOST_5XX07108b69695718f63582468fcdbe2a15
2017-11-03 09:20:55,smtp,10.116.216.73,1695,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-03 09:20:59,smtp,103.40.127.47,10361,10.5.71.60,25,db82206b1d49042d1a710e9c88c21d36@huluyahoo.com,1199@hightech.com,¡¾¥´¥ë¥Õ¥¡©`±ØÒŠ¡¿±Ø¤º13´ò¿s¤à²»Ë¼×h¤Ê„Ó»­
2017-11-03 09:22:05,smtp,125.112.226.59,57904,10.5.71.60,25,bd4f4244fa91fa90b5037c4d9816eaff@qq.com,1087@hightech.com,0000¡²¡²ĞÂÆÏ¾©¡³¡³116498üccom¡¾Ìí¼Óâ@â@£º778684162ÈºÌ–£º252647499--îIÈ¡ÉñÃØ¼tŒš¡¿ÖĞ¹úµçĞÅÌáĞÑ
2017-11-03 09:24:16,smtp,10.116.216.71,1713,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:692]HOST_5XXf80a877770e6cfdf639e70b86252b3b4
2017-11-03 09:24:43,smtp,10.116.216.71,2429,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1477]HOST_5XX390148eb83ba9880a98ce87cb4cdfdb6
2017-11-03 09:25:05,smtp,10.116.216.71,1557,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:417]HOST_5XXb98fd4184a8accd149786aa711569c2c
2017-11-03 09:26:34,smtp,125.112.226.59,57825,10.5.71.60,25,d97666a5383f0b3ca3ca3b56b66733b4@qq.com,1101@hightech.com,variancezc¡Ú°ÄéTĞÂÆÏ¾©116498üccom£üÔ]ƒÔ¼´ËÍ38¼°¹¤ÙY£üâ@â@£º778741365£üÈºÌ–£º252647499ÁùºĞ49‚ä?ÑëĞĞ»¹¿îÌáĞÑ
2017-11-03 09:27:17,smtp,10.116.216.71,1794,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1373]HOST_5XX3b0c30dd362124306880e10e4d6757ea
2017-11-03 09:27:21,smtp,10.64.105.248,2132,10.5.71.60,25,1293@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,Ë°Îñ
2017-11-03 09:27:46,smtp,10.116.216.71,2072,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:889]HOST_5XX039be4fb6864e9f6fdca913d6179f5e3
2017-11-03 09:27:50,smtp,10.116.216.71,2373,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:898]HOST_5XX3a4d6b891a265463c7cd429629f54c88
2017-11-03 09:28:34,smtp,10.64.106.38,1830,10.5.71.60,25,1295@hightech.com,b1cd17abaef61f9a25f327f8520d15df@qq.com,Â¼ÓÃÍ¨Öª£¨½ÓÊÜÇë»Ø¸´ÓÊ¼şÈ·ÈÏ£¬Ğ»Ğ»£¡£©
2017-11-03 09:30:16,smtp,111.202.126.72,2050,10.5.71.60,25,02ded8523dbc0584b957ce8a5851e74b@sohu.com,1300@hightech.com,¸öÈË×ÊÁÏ
2017-11-03 09:31:20,smtp,10.64.106.14,1632,10.5.71.60,25,1118@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,ÕĞÆ¸ĞÅÏ¢×Ü½á
2017-11-03 09:32:22,smtp,125.112.225.185,56642,10.5.71.60,25,996b511f485dcc8f930bde3c50bb4232@qq.com,1092@hightech.com,000000¡º¼t°ü´óŸâ@â@£º778684162¡§38Ôª¼t°úÒÑ½›éÄúÌí¼Ó¡§°ÄéTĞÂÆÏ¾©¡§•r•r-9.88¡»¼ÖÄ¾jiamu
2017-11-03 09:33:14,smtp,10.116.216.71,1708,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1265]HOST_5XXb21b18686be71ec938ed597739e4b116
2017-11-03 09:33:38,smtp,10.116.216.73,2561,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-03 09:33:46,smtp,163.177.72.176,2207,10.5.71.60,25,47c9363781c21c5feed44cb504011cf8@qq.com,1067@hightech.com,ºÏ×÷
2017-11-03 09:34:31,smtp,10.116.216.71,1741,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1310]HOST_5XX9c5681822a54ae6081661de26d21cad5
2017-11-03 09:35:20,smtp,10.64.106.29,1690,10.5.71.60,25,1433@hightech.com,67727fbc5924b0e56cc2132e30f7984a@foxmail.com,Â¼ÓÃÍ¨Öª£¨½ÓÊÜÇë»Ø¸´ÓÊ¼şÈ·ÈÏ£¬Ğ»Ğ»£¡£©
2017-11-03 09:36:53,smtp,183.32.218.162,61660,10.5.71.60,25,faef1f4b3656e6ed761cb0ea2093ea31@qq.com,1155@hightech.com,ÑÇÖŞ¶¥¼¶ÓéÀÖ³¡£¬Æ·ÅÆµä·¶£¬ĞÅÓş±£ÕÏ£º2220775.comÈ«Çò¶¥¼¶Æ·ÅÆĞÅÓş£¬´òÔìĞÅÓşµÚÒ»¼¤Çé·ÖÏí£¬àË±¬È«³¡!
2017-11-03 09:37:00,smtp,10.64.105.15,1813,10.5.71.60,25,1253@hightech.com,1249@hightech.com,²ÆÎñ±¨ÕË
2017-11-03 09:39:00,smtp,10.116.216.71,2461,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:322]HOST_5XXb98fd4184a8accd149786aa711569c2c
2017-11-03 09:39:12,smtp,60.182.126.242,58137,10.5.71.60,25,67708992c645059df0314e29b13d2ed6@qq.com,1115@hightech.com,ÈÏÕæÊµÊ©¡¾ÁùºĞ49-Œ•r9.88-°ÄéTĞÂÆÏ¾©ÆÚ´ıÄúµÄ¼ÓÈë-â@â@£º778684162ÈºÌ–£º252647499-Ô]ƒÔËÍ38¡¿ÒìÓò·Ö²¼
2017-11-03 09:39:16,smtp,10.116.216.72,1724,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 09:39:23,smtp,125.112.225.185,54737,10.5.71.60,25,6af8ae010a93c8a371f6e09d6822dd2f@qq.com,1155@hightech.com,customer¡º°ÄéTĞÂÆÏ¾©ÆÚ´ıÄúµÄ¼ÓÈë-â@â@£º778684162ÈºÌ–£º252647499-Ô]ƒÔËÍ38-ÁùºĞ49-116498üccom¡»ÖĞ¹úÁªÍ¨ÌáĞÑ
2017-11-03 09:40:08,smtp,10.64.105.83,2430,10.5.71.60,25,1431@hightech.com,1041@hightech.com,¹¤×÷»ã±¨
2017-11-03 09:40:47,smtp,10.116.216.72,1802,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 09:41:19,smtp,10.116.216.71,2042,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:174]HOST_5XX809c0109b8966e8d5290725c91428665
2017-11-03 09:41:41,smtp,10.116.216.71,1549,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:515]HOST_5XXd382ba28a040397f5c36a87e3ea8b0f8
2017-11-03 09:41:46,smtp,10.116.216.72,2148,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 09:41:49,smtp,10.116.216.71,2268,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:829]HOST_5XX50141482c32c1bebd7343e843eb93c28
2017-11-03 09:42:13,smtp,10.64.106.32,2061,10.5.71.60,25,1371@hightech.com,f8f73b2876375caf7ef2bd4c3507e373@sina.com,Offer
2017-11-03 09:43:45,smtp,10.116.216.72,1752,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 09:43:54,smtp,10.116.216.71,2060,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:503]HOST_5XX40b41319c16d3f0f4cfd632e77a78377
2017-11-03 09:44:18,smtp,10.116.216.71,2322,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:468]HOST_5XXb98fd4184a8accd149786aa711569c2c
2017-11-03 09:44:22,smtp,10.116.216.71,1795,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:242]HOST_5XX094b111dbb1bfe126d6cd7ab1c29300a
2017-11-03 09:44:57,smtp,10.116.216.71,2370,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1581]HOST_5XXe58b6fb92d1d5136c90f0f2d0f6d9e20
2017-11-03 09:45:27,smtp,10.64.106.29,1731,10.5.71.60,25,1433@hightech.com,1013@hightech.com,¹¤×÷»ã±¨
2017-11-03 09:45:35,smtp,10.116.216.71,2196,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:399]HOST_5XX07108b69695718f63582468fcdbe2a15
2017-11-03 09:46:00,smtp,114.229.174.137,10928,10.5.71.60,25,0aa0be2a866411d9ff03515227454947@yeah.net,1057@hightech.com,orange_jiang£ºÃæÊÔ¹ı³ÌÖĞÈçºÎ×öµ½¾«×¼¡¢¸ßĞ§£¿22:28:45
2017-11-03 09:46:01,smtp,222.189.244.116,53699,10.5.71.60,25,c20acf8572ac8274d98d03de5239bd8a@qq.com,1207@hightech.com,³¯Ò°¶à»¶£¼°ÄéTĞÂÆÏ¾©116498üccom£üÈºÌ–£º512137592£üâ@â@£º778741365£ü•r•r9.88‚ä£¾we½­ÏçÒ¹Ò¹
2017-11-03 09:46:07,smtp,10.116.216.71,2035,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:174]HOST_5XX7b639a4dd83605d9a62bf2f83ae4fb46
2017-11-03 09:46:18,smtp,14.17.32.47,1903,10.5.71.60,25,257764ecdf416db59577172796d0ce31@foxmail.com,1433@hightech.com,¸öÈË×ÊÁÏ
2017-11-03 09:46:37,smtp,10.116.216.72,1836,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 09:46:37,smtp,10.116.216.72,1932,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 09:47:19,smtp,10.64.106.14,1632,10.5.71.60,25,1118@hightech.com,ba696d64944669e229b15f1180d650f3@sohu.com,ĞÂÔ±¹¤±Ø¶Á
2017-11-03 09:47:21,smtp,10.116.216.71,1745,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:275]HOST_5XX6977d33ad6f69734524aeee5eda813a3
2017-11-03 09:47:26,smtp,10.64.105.215,2344,10.5.71.60,25,1346@hightech.com,05c8e205ad48577d448ca3bbb3a1c494@sina.com,²ÆÎñ
2017-11-03 09:49:09,smtp,222.185.184.72,52947,10.5.71.60,25,c2f06889e10df4c3206322a1a5f67518@qq.com,1224@hightech.com,·Û×êµ½ÆÚÌáĞÑ¡²¡²°ÄéTĞÂÆÏ¾©ÒÑÙ›ËÍ38¼tŒšµ½ÄúÙ~‘ôÉÏ-Ìí¼Óâ@â@£º778684162îIÈ¡-ÁùºĞ49-Œ•r9.88¡³¡³<div>ÎªÊ²Ã´ÄãµÄÏãÎ¶¸Ï²»ÉÏÍâ¹Û£¿</div><div>QYRaPGxPEPjzq</div>
2017-11-03 09:49:32,smtp,10.116.216.71,2305,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1100]HOST_5XX5794c730c7babb780dcc0a0412f087b4
2017-11-03 09:49:38,smtp,10.116.216.71,1953,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:629]HOST_5XX0799819975b6e74d09073df9c8bb439e
2017-11-03 09:50:07,smtp,10.116.216.71,2210,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:938]HOST_5XX9c5681822a54ae6081661de26d21cad5
2017-11-03 09:50:49,smtp,10.64.106.4,2077,10.5.71.60,25,1013@hightech.com,1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,¹¤×÷¼Æ»®
2017-11-03 09:50:57,smtp,10.64.105.15,1839,10.5.71.60,25,1253@hightech.com,1041@hightech.com,¹¤×÷»ã±¨
2017-11-03 09:51:54,smtp,10.116.216.71,2464,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1307]HOST_5XX4d5caedd7f525a320744e06484a1743f
2017-11-03 09:52:06,smtp,10.116.216.72,1786,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 09:52:29,smtp,10.116.216.71,2556,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:686]HOST_5XX711366bc845a0f18425440c4f53bcfc4
2017-11-03 09:52:47,smtp,10.116.216.71,2477,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:699]HOST_5XXa394e93a8631015b7e9811b98ab7bef9
2017-11-03 09:53:53,smtp,10.116.216.71,2453,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:725]HOST_5XX735d2cfd7e47b36a237fe89c3f99e19e
2017-11-03 09:53:54,smtp,10.116.216.71,1798,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1586]HOST_5XXa28ed6771ef2ee7acbd4e4ead4c08fbd
2017-11-03 09:54:21,smtp,10.116.216.71,2075,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:1231]HOST_5XX86f5ba7c4d75d6516bd1867f1a88f98e
2017-11-03 09:55:01,smtp,10.116.216.71,1779,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:145]HOST_5XXddb7d27f120f553d116d138e74a2d2ae
2017-11-03 09:55:23,smtp,61.144.248.21,54104,10.5.71.60,25,ecdad63d6e48ab214fff74cf45ce7dcf@message.cmbchina.com,1101@hightech.com,ÕĞÉÌÒøĞĞApp×¨Ïí¡°ÏŞÊ±ÌØ»İ¡±£¬ÄêÖÕÀñÓö±¬¿îÔÙ·µ³¡
2017-11-03 09:56:01,smtp,10.116.216.71,1651,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:653]HOST_5XX333fc87728e38aa65eb97ee849b26eba
2017-11-03 09:56:29,smtp,10.64.105.22,2321,10.5.71.60,25,1439@hightech.com,d34f4fb930fddae3f64acff208c2b657@sohu.com,²ÆÎñ
2017-11-03 09:56:45,smtp,14.17.32.47,2147,10.5.71.60,25,4625d05689fa99f3c9edf43a65cd672e@foxmail.com,1473@hightech.com,¸öÈË×ÊÁÏ
2017-11-03 09:57:11,smtp,10.116.216.71,1695,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1426]HOST_5XX38d9c124f013af15f4d8d52853dc734f
2017-11-03 09:57:26,smtp,10.116.216.71,2284,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:846]HOST_5XXaf8abda9c4690a5e19019814e5ebbade
2017-11-03 09:57:55,smtp,10.64.105.248,2115,10.5.71.60,25,1293@hightech.com,1145@hightech.com,²ÆÎñ±¨ÕË
2017-11-03 09:58:15,smtp,10.64.105.231,1852,10.5.71.60,25,1213@hightech.com,1102@hightech.com,²ÆÎñ±¨ÕË
2017-11-03 09:58:22,smtp,10.116.216.71,1939,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:16]HOST_5XX4943c96bfaaf9c36e57d30304e41b2e1
2017-11-03 09:58:50,smtp,10.116.216.73,2142,10.5.71.60,25,smail@hightech.com,1060@hightech.com;1098@hightech.com;1100@hightech.com;1154@hightech.com;1191@hightech.com;1207@hightech.com;1209@hightech.com,°²È«ÓÊ¼ş±ÀÀ£
2017-11-03 09:58:51,smtp,10.116.216.72,1704,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 09:58:59,smtp,10.116.216.71,1907,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:378]HOST_5XX30e624b22d32776f256dc458064e1742
2017-11-03 09:58:59,smtp,180.116.214.140,61763,10.5.71.60,25,41f819c4195d74e44a2eb67d3c2782d1@qq.com,1155@hightech.com,µªÁ×±È¡Ú°ÄéTĞÂÆÏ¾©116498üccom£üÔ]ƒÔ¼´ËÍ38¼°¹¤ÙY£üâ@â@£º778741365£üÈºÌ–£º252647499£ü•r•r9.88‚ä?er¹¤ÉÌĞÅÓÃ¿¨»¹¿îÌáĞÑ
2017-11-03 09:59:35,smtp,10.116.216.71,1863,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:583]HOST_5XX107e616e0735d051cce1eb5d02838b78
2017-11-03 09:59:59,smtp,10.116.216.71,2380,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:914]HOST_5XXa55284e54e9c526f23e8e60dcf14b466
2017-11-03 10:00:00,smtp,10.1.4.17,12868,10.5.71.60,25,hr@hightech.com,allstaff@hightech.com,ÄÚÍÆ-ÕĞÈËÀ²
2017-11-03 10:00:00,smtp,10.1.4.17,27720,10.5.71.60,25,notice@hightech.com,allstaff@hightech.com,Í¨Öª
2017-11-03 10:05:00,smtp,10.116.216.72,1752,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 10:06:14,smtp,10.116.216.72,1643,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 10:06:27,smtp,180.116.214.140,65348,10.5.71.60,25,45c98b880bbc21e838a8833bbfbab791@qq.com,1096@hightech.com,½­ÒĞ¼æ¡Ú°ÄéTĞÂÆÏ¾©116498üccom£üÔ]ƒÔ¼´ËÍ38¼°¹¤ÙY£üâ@â@£º778741365£üÈºÌ–£º252647499£üÁùºĞ49‚ä?qÉ½ÉÏÎŞÀÏ»¢ºï×Ó³Æ´óÍõ
2017-11-03 10:06:46,smtp,125.112.226.59,64827,10.5.71.60,25,fba47bfa86fe5137249e93f2f394bd36@qq.com,1101@hightech.com,±é²ğÈº·¼¡º°ÄéTĞÂÆÏ¾©ÆÚ´ıÄúµÄ¼ÓÈë-â@â@£º778684162-Ô]ƒÔËÍ38-ÁùºĞ49-116498üccom¡»·½»·
2017-11-03 10:08:23,smtp,10.116.216.72,1940,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 10:09:50,smtp,10.116.216.71,1565,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:102]HOST_5XX9c5681822a54ae6081661de26d21cad5
2017-11-03 10:10:37,smtp,10.64.106.14,1645,10.5.71.60,25,1118@hightech.com,06ca3d8df4cd7e4940a7bd1cfe8b0003@sohu.com,Â¼ÓÃÍ¨Öª£¨½ÓÊÜÇë»Ø¸´ÓÊ¼şÈ·ÈÏ£¬Ğ»Ğ»£¡£©
2017-11-03 10:10:54,smtp,10.116.216.71,2061,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:710]HOST_5XX0f5e190e492ff2198eb4b70e11bbb6ec
2017-11-03 10:12:58,smtp,60.182.73.177,51464,10.5.71.60,25,931b7e762dc79b1472fa5bc2c38e8abb@qq.com,1230@hightech.com,ÆøÏó¾ÖÌáĞÑsdc¡ÚÆÚ´ıÄúµÄ¼ÓÈë¡Á°ÄéTĞÂÆÏ¾©116498üccom£­Ô]ƒÔ¼´ËÍ38£­â@â@£º778741365¡Û000000000
2017-11-03 10:13:44,smtp,10.116.216.72,2562,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 10:15:12,smtp,10.116.216.71,1567,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:576]HOST_5XXd46dc8ef7023a48c1fb58bf23a08e464
2017-11-03 10:15:39,smtp,163.177.72.176,2063,10.5.71.60,25,f6db54e32054886048352583c66f62c8@qq.com,1067@hightech.com,½éÉÜ
2017-11-03 10:17:54,smtp,10.116.216.71,1963,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1188]HOST_5XX9c5681822a54ae6081661de26d21cad5
2017-11-03 10:19:12,smtp,10.116.216.71,1701,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1]HOST_5XX5a5d8e468dc1a83eab2359f9beae0185
2017-11-03 10:19:15,smtp,10.116.216.71,2015,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1116]HOST_5XX00c9af49d3df025dab686a6ed9ded95d
2017-11-03 10:20:14,smtp,10.116.216.71,2500,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:430]HOST_5XXa219e7fd16ca8af239fc10f8ca7fb8a2
2017-11-03 10:20:23,smtp,10.116.216.72,2455,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 10:20:34,smtp,10.116.216.72,1804,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-03 10:20:39,smtp,10.64.105.176,2028,10.5.71.60,25,1490@hightech.com,1172@hightech.com;1132@hightech.com;1246@hightech.com;1466@hightech.com;1475@hightech.com;1314@hightech.com;1397@hightech.com;1436@hightech.com;1480@hightech.com;1257@hightech.com;1345@hightech.com;1477@hightech.com,api»ã×Ü
2017-11-03 10:20:40,smtp,10.116.216.71,1655,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1521]HOST_5XX26f78ccb93e12f3f153c77f271ca2c6e
2017-11-03 10:20:56,smtp,10.116.216.71,2399,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:792]HOST_5XXcb5ea91bd5d98eafa37816f9ff063a35
2017-11-03 10:20:57,smtp,10.116.216.71,2106,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1050]HOST_5XX81142700c8a83251213e460d47bbbda3
2017-11-03 10:20:59,smtp,10.116.216.71,1742,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1468]HOST_5XXe1e55c2c511a4b23d2f5ad0c336b5c9c
2017-11-03 10:21:02,smtp,10.64.105.27,2041,10.5.71.60,25,1205@hightech.com,1224@hightech.com;1281@hightech.com;1275@hightech.com;1406@hightech.com;1323@hightech.com;1102@hightech.com;1299@hightech.com;1134@hightech.com;1326@hightech.com;1106@hightech.com;1416@hightech.com;1195@hightech.com;1221@hightech.com;1495@hightech.com;1393@hightech.com;1429@hightech.com;1351@hightech.com;1417@hightech.com,ÌØÊâ×Ö¶ÎËµÃ÷
